"ID","Author_year","Latitude","Longitude","MAT","MAP","Climate_zone","Forest_type","Leaf_habit","Management_type","Sub_management","Time_since","Severity_level","Severity","Season","Residue","Repeat","Age","Regen","C_rep_n","T_rep_n","C_SR","T_SR","C_Rh","T_Rh","C_Ra","T_Ra","C_Ts","T_Ts","C_SM","T_SM","C_BD","T_BD","C_Clay","T_Clay","C_Silt","T_Silt","C_Sand","T_Sand","C_pH","T_pH","C_SOC","T_SOC","C_SON","T_SON","C_TC","T_TC","C_TN","T_TN","C_CN","T_CN","C_DOC","T_DOC","C_DON","T_DON","C_FRB","T_FRB","C_CRB","T_CRB","C_FRP","T_FRP","C_CRP","T_CRP","C_MBC","T_MBC","C_MBN","T_MBN","C_LAI","T_LAI","C_FF","T_FF","C_LF","T_LF","C_AGB","T_AGB","C_BGB","T_BGB","Wt","ln_SR","ln_Rh","ln_Ra","ln_Ts","ln_SM","ln_BD","ln_Clay","ln_Silt","ln_Sand","ln_pH","ln_SOC","ln_SON","ln_TC","ln_TN","ln_CN","ln_DOC","ln_DON","ln_FRB","ln_CRB","ln_FRP","ln_CRP","ln_MBC","ln_MBN","ln_LAI","ln_FF","ln_LF","ln_AGB","ln_BGB"
53,"Kurth et al. (2014)",48.02,-92.98,2.8,684,"Temperate","Broadleaf","Deciduous","Thinning","NA",0.5,"NA","NA","Winter","NA","N","NA","NA",1,1,747.5,625,NA,NA,NA,NA,13.78,15.2,0.33,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,-0.17898265552844,NA,NA,0.0980771622667182,0.264692554227082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,"Kurth et al. (2014)",48.02,-92.98,2.8,684,"Temperate","Broadleaf","Deciduous","Thinning","NA",1.5,"NA","NA","Winter","NA","N","NA","NA",1,1,700,640,NA,NA,NA,NA,13.48,14.37,0.24,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,-0.0896121586896872,NA,NA,0.0639355946067725,0.255933374137201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,"Kurth et al. (2014)",48.02,-92.98,2.8,684,"Temperate","Broadleaf","Deciduous","Thinning","NA",2.5,"NA","NA","Winter","NA","N","NA","NA",1,1,1045,922.5,NA,NA,NA,NA,14.27,15.47,0.18,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,-0.124684788484229,NA,NA,0.0807432330962298,0.287682072451781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,"Kurth et al. (2014)",48.02,-92.98,2.8,684,"Temperate","Broadleaf","Deciduous","Thinning","NA",3.5,"NA","NA","Winter","NA","N","NA","NA",1,1,8.72,7.15,NA,NA,NA,NA,13.67,14.66,0.23,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,-0.198506881214972,NA,NA,0.0699190457226472,0.390866308687012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,"Kurth et al. (2014)",48.02,-92.98,2.8,684,"Temperate","Broadleaf","Deciduous","Thinning","NA",0.5,"NA","NA","Winter","NA","N","NA","NA",1,1,747.5,620,NA,NA,NA,NA,13.78,14.15,0.33,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,-0.187014827225704,NA,NA,0.0264963585037343,0.0298529631496811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,"Kurth et al. (2014)",48.02,-92.98,2.8,684,"Temperate","Broadleaf","Deciduous","Thinning","NA",1.5,"NA","NA","Winter","NA","N","NA","NA",1,1,700,635,NA,NA,NA,NA,13.48,13.97,0.24,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,-0.097455336150713,NA,NA,0.0357050677847094,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,"Kurth et al. (2014)",48.02,-92.98,2.8,684,"Temperate","Broadleaf","Deciduous","Thinning","NA",2.5,"NA","NA","Winter","NA","N","NA","NA",1,1,1045,862.5,NA,NA,NA,NA,14.27,15.19,0.18,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,-0.191937015493397,NA,NA,0.0624778851189365,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,"Kurth et al. (2014)",48.02,-92.98,2.8,684,"Temperate","Broadleaf","Deciduous","Thinning","NA",3.5,"NA","NA","Winter","NA","N","NA","NA",1,1,8.72,7.6,NA,NA,NA,NA,13.67,14.15,0.23,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,-0.137470990628603,NA,NA,0.0345109733533884,0.160342650075179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,"Laporte et al. (2003)",47.05,-87.4,7.1,1007,"Temperate","Broadleaf","Deciduous","Clearcut","NA",1,"NA","NA","NA","NA","N","NA","NA",4,4,2.23,2.06,NA,NA,NA,NA,13.94,16.42,51.03,51.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,-0.0792956026705377,NA,NA,0.163737698691904,0.0130440864385034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,"Laporte et al. (2003)",47.05,-87.4,7.1,1007,"Temperate","Broadleaf","Deciduous","Thinning","NA",1,"Moderate","35-40%BA","NA","NA","N","120+","NA",4,4,2.23,1.8,NA,NA,NA,NA,13.94,15.61,51.03,47.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,-0.214214920569908,NA,NA,0.113149329194963,-0.0637158143861076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,"Laporte et al. (2003)",47.05,-87.4,7.1,1007,"Temperate","Broadleaf","Deciduous","Thinning","NA",1,"High","50% BA","NA","NA","N","120+","NA",4,4,2.23,1.76,NA,NA,NA,NA,13.94,14.54,51.03,46.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,-0.236687776421967,NA,NA,0.0421410667729954,-0.0863168397639008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,"Lavoie et al. (2013)",45.752,-64.947,5.8,1384,"Boreal","Needleleaf","Evergreen","Clearcut","NA",3,"NA","NA","Spring","N","N","NA","natural",1,1,1497.9,1589.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.0592924593314056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,"Lavoie et al. (2013)",45.66,-61.84,5.8,1384,"Boreal","Needleleaf","Evergreen","Clearcut","NA",3,"NA","NA","Spring","N","N","NA","natural",1,1,1996.6,5055.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.928991463972282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,"Law et al. (2001)",44.43,-121.57,7.5,552,"Temperate","Needleleaf","Evergreen","Clearcut","NA",21,"NA","NA","NA","NA","NA","15","NA",1,1,780,654,444,389,372,333,NA,NA,NA,NA,NA,NA,10,5,25,26,65,69,NA,NA,NA,NA,NA,NA,2.79,2.62,0.104,0.171,NA,NA,NA,NA,NA,NA,423,500,1500,63,276,271,23,10,NA,NA,NA,NA,2,0.6,NA,NA,121,443,10521,519,1923,563,0.5,-0.176186568226439,-0.132245218813778,-0.110751364292703,NA,NA,NA,-0.693147180559945,0.0392207131532813,0.0597192347016223,NA,NA,NA,-0.0628672780602688,0.497272657361287,NA,NA,NA,0.167235919375914,-3.17008566069877,-0.0182820448374491,-0.832909122935104,NA,NA,-1.20397280432594,NA,1.29777922444839,-3.0092246556424,-1.22836211744909
57,"Law et al. (2003)",44.44,-121.61,6.6,944,"Temperate","Needleleaf","Evergreen","Clearcut","NA",20,"NA","NA","NA","NA","NA","20","natural",3,3,NA,NA,270,280,NA,NA,9.12,9.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5391,8328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.33,17.3,NA,NA,NA,NA,2.12,0.71,1425,1230,NA,NA,13420,626,4187,283,1.5,NA,0.0363676441708748,NA,0.066797480923516,NA,NA,NA,NA,NA,NA,0.434892434843136,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.685313105965867,NA,NA,-1.0939063976307,-0.147157644336288,NA,-3.06515103942557,-2.69429286837591
57,"Law et al. (2003)",44.43,-121.59,6.6,944,"Temperate","Needleleaf","Evergreen","Clearcut","NA",70,"NA","NA","NA","NA","NA","70","natural",3,3,NA,NA,270,254,NA,NA,9.12,8.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5391,6521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.33,46.7,NA,NA,NA,NA,2.12,2.3,1425,994,NA,NA,13420,5271,4187,1685,1.5,NA,-0.0610876919798381,NA,-0.0727593542824282,NA,NA,NA,NA,NA,NA,0.190296841941534,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.307724557205251,NA,NA,0.0814930342511828,-0.360189886046177,NA,-0.934526033670466,-0.910218923232681
57,"Law et al. (2003)",44.45,-121.67,6.6,944,"Temperate","Needleleaf","Evergreen","Clearcut","NA",100,"NA","NA","NA","NA","NA","100","natural",3,3,NA,NA,270,281,NA,NA,9.12,8.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5391,7989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.33,59.67,NA,NA,NA,NA,2.12,2.82,1425,1981,NA,NA,13420,10173,4187,3251,1.5,NA,0.039932710335371,NA,-0.0425596144187958,NA,NA,NA,NA,NA,NA,0.393334699030373,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55280977406439,NA,NA,0.285320796266101,0.3294299539958,NA,-0.277008979731924,-0.253021845715238
58,"Lei et al. (2018)",30.98,110.78,16.9,1125,"Temperate","Needleleaf","Evergreen","Thinning","NA",0.66,"Low","Understory removal","Fall","N","N","NA","NA",3,3,2.49,2.02,1.48,1.18,1,0.83,14.43,15.6,15.71,14.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.7,22.09,NA,NA,NA,NA,1.05,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,-0.209185199063503,-0.22652764929845,-0.186329578191493,0.0779615414697119,-0.0698571168044536,NA,NA,NA,NA,NA,-0.0272399070553312,NA,NA,-1.47590651980958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,"Lei et al. (2018)",30.98,110.78,16.9,1125,"Temperate","Needleleaf","Evergreen","Thinning","NA",0.66,"Low","15% BA","Fall","N","N","NA","NA",3,3,2.49,2.5,1.48,1.64,1,0.85,14.43,14.83,15.71,14.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.7,22.35,NA,NA,NA,NA,1.05,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,0.00400802139753865,0.102654154060083,-0.162518929497775,0.0273427833640613,-0.0475814741784563,NA,NA,NA,NA,NA,-0.015538603427779,NA,NA,-1.51846613422837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,"Lei et al. (2018)",30.98,110.78,16.9,1125,"Temperate","Needleleaf","Evergreen","Thinning","NA",0.66,"High","70% BA","Fall","N","N","NA","NA",3,3,2.49,2.92,1.48,1.81,1,1.11,14.43,18.2,15.71,21.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.7,21.71,NA,NA,NA,NA,1.05,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,0.159300905803574,0.201284757501711,0.104360015324243,0.23211222129697,0.328529528137395,NA,NA,NA,NA,NA,-0.0445919405971565,NA,NA,-1.47590651980958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,"Lei et al. (2018)",30.98,110.78,16.9,1125,"Temperate","Needleleaf","Evergreen","Thinning","NA",1.66,"Low","Understory removal","Fall","N","N","NA","NA",3,3,2.59,2.33,1.58,1.3,1.02,1,15.56,15.79,17.86,18.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,-0.105789608133837,-0.195060582571384,-0.0198026272961798,0.014673309517305,0.0411354952058065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,"Lei et al. (2018)",30.98,110.78,16.9,1125,"Temperate","Needleleaf","Evergreen","Thinning","NA",1.66,"Low","15% BA","Fall","N","N","NA","NA",3,3,2.59,3.53,1.58,2.22,1.02,1.31,15.56,15.9,17.86,15.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,0.309639995233759,0.340082348845313,0.250224509916881,0.0216155904759402,-0.149495611370855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,"Lei et al. (2018)",30.98,110.78,16.9,1125,"Temperate","Needleleaf","Evergreen","Thinning","NA",1.66,"High","70% BA","Fall","N","N","NA","NA",3,3,2.59,4.03,1.58,2.58,1.02,1.44,15.56,18.09,17.86,20.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,0.442108500247145,0.490364551894651,0.344840486291729,0.150655780656958,0.158619961009555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,"Lei et al. (2018)",30.98,110.78,16.9,1125,"Temperate","Needleleaf","Evergreen","Thinning","NA",2.66,"Low","Understory removal","Fall","N","N","NA","NA",3,3,2.68,2.41,1.54,1.44,1.15,0.98,13.83,14.61,20.15,21.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.6,19.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,-0.106190047020202,-0.0671393028376286,-0.159964649692678,0.0548660800859412,0.0736470364460911,NA,NA,NA,NA,NA,-0.127230174547794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,"Lei et al. (2018)",30.98,110.78,16.9,1125,"Temperate","Needleleaf","Evergreen","Thinning","NA",2.66,"Low","15% BA","Fall","N","N","NA","NA",3,3,2.68,3.7,1.54,2.38,1.15,1.33,13.83,14.17,20.15,19.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.6,20.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,0.322516025127413,0.435318071257845,0.145416999858504,0.0242869080259222,-0.0327898228229908,NA,NA,NA,NA,NA,-0.0815556510053597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,"Lei et al. (2018)",30.98,110.78,16.9,1125,"Temperate","Needleleaf","Evergreen","Thinning","NA",2.66,"High","70% BA","Fall","N","N","NA","NA",3,3,2.68,4.15,1.54,2.82,1.15,1.32,13.83,16.37,20.15,25.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.6,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,0.437291539719842,0.604954468524484,0.137869794223121,0.168610245706377,0.216471216646073,NA,NA,NA,NA,NA,-0.0734274685548173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,"Londo et al. (1999)",30.65,-94.08,19.4,1320,"Temperate","Broadleaf","Deciduous","Thinning","NA",0.5,"High","58% of BA","Fall","NA","N","65","NA",3,3,4.95,5.95,NA,NA,NA,NA,20.3,21.6,21.9,22.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,0.184003642976939,NA,NA,0.0620724286423777,0.0090909717012521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,"Londo et al. (1999)",30.65,-94.08,19.4,1320,"Temperate","Broadleaf","Deciduous","Clearcut","NA",0.5,"NA","NA","Fall","NA","N","NA","NA",3,3,4.95,7.15,NA,NA,NA,NA,20.3,22.7,21.9,19.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,0.367724780125317,NA,NA,0.111744038439615,-0.126381540911615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,"Lytle et al. (1998)",45.67,-69.17,3.5,1076.54,"Temperate","Needleleaf","Evergreen","Clearcut","NA",0.25,"S","NA","Winter","NA","N","NA","None",1,1,7.65,8.91,NA,NA,NA,NA,12.3,13.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,276,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186,12,NA,NA,NA,NA,0.5,0.152468593644273,NA,NA,0.107796570455707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.394654192003949,NA,NA,NA,NA,NA,NA,NA,-2.7408400239252,NA,NA
61,"Ma al. (2018)",36.78,112.013,8.7,625,"Temperate","Needleleaf","Deciduous","Thinning","NA",5,"Low","15% stem","Summer","N","N","35","NA",3,3,297.6,280.43,NA,NA,NA,NA,6.1,6.3,22.1,24.2,0.91,0.87,NA,NA,NA,NA,NA,NA,NA,NA,35.27,36,NA,NA,NA,NA,2.56,2.59,NA,NA,NA,NA,115.18,115.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.86,22.95,NA,NA,61.88,57.51,NA,NA,NA,NA,NA,NA,1.5,-0.0594261635072599,NA,NA,0.0322608622182215,0.0907750246389335,-0.0449513878622664,NA,NA,NA,NA,0.0204861942081492,NA,NA,0.0116506172199753,NA,NA,0.00571380655887994,NA,NA,NA,NA,NA,0.00392927813988956,NA,-0.0732381799792026,NA,NA,NA
61,"Ma al. (2018)",36.78,112.013,8.7,625,"Temperate","Needleleaf","Deciduous","Thinning","NA",6,"Low","15% stem","Summer","N","N","35","NA",3,3,421.6,391.08,NA,NA,NA,NA,7.7,7.7,22.7,24.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.02,41.19,NA,NA,NA,NA,2.38,3.39,NA,NA,NA,NA,76.79,115.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.54,27.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,-0.0751448545896822,NA,NA,0,0.0598469160092524,NA,NA,NA,NA,NA,0.251834800879421,NA,NA,0.353729433708976,NA,NA,0.409234528311878,NA,NA,NA,NA,NA,-1.31606696168303,NA,NA,NA,NA,NA
61,"Ma al. (2018)",36.78,112.013,8.7,625,"Temperate","Needleleaf","Deciduous","Thinning","NA",5,"Moderate","30% stem","Summer","N","N","35","NA",3,3,297.6,391.1,NA,NA,NA,NA,6.1,7,22.1,27.1,0.91,0.95,NA,NA,NA,NA,NA,NA,NA,NA,35.27,39.16,NA,NA,NA,NA,2.56,3.07,NA,NA,NA,NA,115.18,114.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.86,23.28,NA,NA,61.88,62.35,NA,NA,NA,NA,NA,NA,1.5,0.273212978802532,NA,NA,0.137621377876048,0.203956119361948,0.0430173850836906,NA,NA,NA,NA,0.104623073414349,NA,NA,0.181670303107635,NA,NA,-0.0037402731378718,NA,NA,NA,NA,NA,0.0182059644965725,NA,0.00756664642118006,NA,NA,NA
61,"Ma al. (2018)",36.78,112.013,8.7,625,"Temperate","Needleleaf","Deciduous","Thinning","NA",6,"Moderate","30% stem","Summer","N","N","35","NA",3,3,421.6,507.5,NA,NA,NA,NA,7.7,8.5,22.7,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.02,32.05,NA,NA,NA,NA,2.38,2.28,NA,NA,NA,NA,76.79,78.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.54,108.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,0.18543971368879,NA,NA,0.0988458346366326,0.0965109003808439,NA,NA,NA,NA,NA,0.000936475798110314,NA,NA,-0.042925044717034,NA,NA,0.0197285748798025,NA,NA,NA,NA,NA,0.0534510972866435,NA,NA,NA,NA,NA
61,"Ma al. (2018)",36.78,112.013,8.7,625,"Temperate","Needleleaf","Deciduous","Thinning","NA",5,"High","50% stem","Summer","N","N","35","NA",3,3,297.6,356.7,NA,NA,NA,NA,6.1,6.5,22.1,28.7,0.91,0.86,NA,NA,NA,NA,NA,NA,NA,NA,35.27,42.93,NA,NA,NA,NA,2.56,3.24,NA,NA,NA,NA,115.18,76.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.86,103.67,NA,NA,61.88,60.84,NA,NA,NA,NA,NA,NA,1.5,0.181144789405909,NA,NA,0.0635134057223259,0.261319514241868,-0.0565122102633423,NA,NA,NA,NA,0.196538137988509,NA,NA,0.235566071312767,NA,NA,-0.408290766953494,NA,NA,NA,NA,NA,1.51182411896836,NA,-0.0169495583137732,NA,NA,NA
61,"Ma al. (2018)",36.78,112.013,8.7,625,"Temperate","Needleleaf","Deciduous","Thinning","NA",6,"High","50% stem","Summer","N","N","35","NA",3,3,421.6,438.8,NA,NA,NA,NA,7.7,7.8,22.7,28.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.02,36.55,NA,NA,NA,NA,2.38,2.79,NA,NA,NA,NA,76.79,77.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.54,102.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,0.0399867311739226,NA,NA,0.0129034048359078,0.216957053456711,NA,NA,NA,NA,NA,0.132320478627219,NA,NA,0.158941108149891,NA,NA,0.00842901962586936,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
